sep=;
prioridad;nombre;telefono_google;whatsapp_estado;whatsapp_para_contacto;whatsapp_link;website;email;direccion;rating;reviews;categoria;nota_outreach;query_fuente;cid
🔴;Inmobiliaria Latorre Mar del Plata;0223 590-1529;confirmado_en_web;5492235901529;https://wa.me/5492235901529;http://www.inmobiliarialatorre.com.ar/;rodolfo.latorre@hotmail.com;Parque Camet) 3700-3798 Sucursal, B7605HVT Mahatma Ghandi, Av. Juan Héctor Jara 599, B7600HVT Mar del Plata, Provincia de Buenos Aires;4.8;97;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliarias Mar del Plata;12976001280484182558
🔴;Pernice Propiedades;0223 582-1748;confirmado_en_web;5492235821746;https://wa.me/5492235821746;http://www.pernicepropiedades.com/;info@pernicepropiedades.com;Rodríguez Peña 1235, B7602GPZ Mar del Plata, Provincia de Buenos Aires;4.2;85;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Playa Grande Mar del Plata;6666466125760601079
🔴;Velati Propiedades;0223 451-1073;confirmado_en_web;5492235114342;https://wa.me/5492235114342;http://www.velatipropiedades.com.ar/;;Alem 3298 Playa Grande, B7602DWJ Mar del Plata, Provincia de Buenos Aires;4;72;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir";inmobiliaria Playa Grande Mar del Plata;470466788458785927
🔴;Potente Propiedades;0223 628-2659;confirmado_en_web;5492233029591;https://wa.me/5492233029591;https://www.potentepropiedades.com.ar/;;Av. de los Trabajadores 2439, B7600 Mar del Plata, Provincia de Buenos Aires;3.7;59;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir";inmobiliaria Punta Mogotes Mar del Plata;6684842584858574080
🔴;Barrera Inmobiliaria;0223 486-4433;confirmado_en_web;5492234397380;https://wa.me/5492234397380;http://www.barrerapropiedades.com/;info@barrerapropiedades.com.ar;Matheu 163, B7600 Mar del Plata, Provincia de Buenos Aires;4.4;51;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Playa Grande Mar del Plata;12747833632912074927
🔴;Diego Greco Inmobiliaria;0223 501-5499;confirmado_en_web;5492235015499;https://wa.me/5492235015499;http://www.diegogreco.com.ar/;infodiegogreco@gmail.com;DWU Mar del Plata Buenos Aires AR, Leandro N. Alem 3913, B7602 Playa Grande;4.9;48;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Playa Grande Mar del Plata;1032527192427544973
🔴;Inmobiliaria Rodriguez;0223 447-3294;confirmado_en_web;5492236909470;https://wa.me/5492236909470;http://www.jrmogotes.com.ar/;consultas@jrmogotes.com.ar;Antonio Sáenz 3051, B7600 Mar del Plata, Provincia de Buenos Aires;4.3;41;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Punta Mogotes Mar del Plata;11890204418992517906
🔴;Arriola Propiedades;0223 15-590-2363;confirmado_en_web;5492235902363;https://wa.me/5492235902363;http://www.arriolapropiedades.com.ar/;info@arriolapropiedades.com.ar;Aristóbulo del Valle 3487, B7600 Mar del Plata, Provincia de Buenos Aires;4.7;38;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Playa Grande Mar del Plata;241821914598537211
🔴;Pellegrino Propiedades;0223 550-2056;confirmado_en_web;5492235502056;https://wa.me/5492235502056;http://pellegrinoprop.com.ar/;;Av. Constitución 5388, B7604EJQ Mar del Plata, Provincia de Buenos Aires;4.4;29;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir";inmobiliaria Constitución Mar del Plata;15936506870842564650
🔴;Aguilera Propiedades Administraciones;0223 494-3772;confirmado_en_web;5492236194289;https://wa.me/5492236194289;http://www.aguilerapropiedades.com.ar/;info@aguilerapropiedades.com.ar;Catamarca 1328 Local 2, La Perla, B7600DKN Mar del Plata, Provincia de Buenos Aires;4.9;28;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria La Perla Mar del Plata;14481872586308744573
🔴;Grande Propiedades;0223 495-3822;confirmado_en_web;5492235367507;https://wa.me/5492235367507;http://www.grandepropiedades.com/;contacto@grandepropiedades.com;Entre Ríos 2670, B7600EDX Mar del Plata, Provincia de Buenos Aires;3.3;19;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Playa Grande Mar del Plata;11538010404157138446
🔴;Rey Propiedades Mar del Plata;0223 685-0505;confirmado_en_web;5492236850505;https://wa.me/5492236850505;http://www.reypropiedades.ar/;tuemail@ejemplo.com, reymdp@gmail.com;Av. Pedro Luro 3226 Loc 38, B7600 Mar del Plata, Provincia de Buenos Aires;5;15;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Mar del Plata Buenos Aires;13549531045411763100
🔴;Vigo Consultores Inmobiliarios;0223 538-1690;confirmado_en_web;5492235381690;https://wa.me/5492235381690;http://www.vigo.com.ar/;info@vigo.com.ar;Punta Mogotes, DXK Mar del Plata Buenos Aires AR, Av. Mario Bravo 2305, B7603;4.2;14;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Punta Mogotes Mar del Plata;7920461475855739818
🔴;Meza Soledad Propiedades;0223 438-1540;confirmado_en_web;5492234381540;https://wa.me/5492234381540;http://www.mezasoledadpropiedades.com.ar/;mezansoledad@hotmail.com;Av. Constitución 7215 b, B7600 Mar del Plata, Provincia de Buenos Aires;5;3;Agencia inmobiliaria;"WhatsApp confirmado en la web; tiene web para auditar antes de escribir; email visible";inmobiliaria Constitución Mar del Plata;15636161013539844222
🟡;Gustavo Teruel Inmobiliaria;0223 451-1889;probable_no_verificado_google_phone;5492234511889;https://wa.me/5492234511889;https://gustavoteruel.com/;alem@gustavoteruel.com, amy.miller@houzez.com;Leandro N. Alem 3770, B7602DWT Mar del Plata, Provincia de Buenos Aires;4.9;234;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir; email visible";inmobiliaria Playa Grande Mar del Plata;2508527232187374675
🟡;Gonnet Propiedades;0223 15-520-5046;probable_no_verificado_google_phone;5492235205046;https://wa.me/5492235205046;http://www.gonnet.com.ar/;;Corrientes 1987, B7600 Mar del Plata, Provincia de Buenos Aires;3.8;200;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Mar del Plata Buenos Aires;10726781840340290445
🟡;Inmobiliaria Dal Molin;0223 525-4557;probable_no_verificado_google_phone;5492235254557;https://wa.me/5492235254557;https://www.alejandradalmolin.com.ar/;;"Garay 1428 Planta baja ""B, B7600 Mar del Plata, Provincia de Buenos Aires";4.9;170;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliarias Mar del Plata;12396301685794430956
🟡;Salvatto Inmobiliaria;0223 485-1202;probable_no_verificado_google_phone;5492234851202;https://wa.me/5492234851202;http://salvattoinmobiliaria.com.ar/;;Av. de los Trabajadores 3761, B7603IAL Mar del Plata, Provincia de Buenos Aires;4.3;166;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Punta Mogotes Mar del Plata;12730247884443693665
🟡;Inmobiliaria Dante;0223 472-7300;probable_no_verificado_google_phone;5492234727300;https://wa.me/5492234727300;http://www.dantepropiedades.com/;;Independencia, La Perla 801, B7600DHE Mar del Plata, Provincia de Buenos Aires;4.3;162;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Mar del Plata Buenos Aires;12832408334126414594
🟡;De Santis Propiedades;0223 484-0895;probable_no_verificado_google_phone;5492234840895;https://wa.me/5492234840895;http://www.desantispropiedades.com.ar/;;Puán 1917, B7600 Mar del Plata, Provincia de Buenos Aires;4.1;100;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Punta Mogotes Mar del Plata;7360838541783547655
🟡;Suaznabal Propiedades;0223 437-7430;probable_no_verificado_google_phone;5492234377430;https://wa.me/5492234377430;http://www.suaznabalpropiedades.com/;;C. Comodoro Rivadavia 4464, B7600 Mar del Plata, Provincia de Buenos Aires;4.9;71;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria alquileres Mar del Plata;3097052404408444743
🟡;RE/MAX ACQUA;0223 543-1060;probable_no_verificado_google_phone;5492235431060;https://wa.me/5492235431060;https://www.remax.com.ar/acqua;;Av. Constitución 6059, B7600 Mar del Plata, Provincia de Buenos Aires;4.1;67;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Constitución Mar del Plata;13683054279144671101
🟡;Nuncio Salerno Propiedades;0223 451-1337;probable_no_verificado_google_phone;5492234511337;https://wa.me/5492234511337;http://www.salerno-propiedades.com.ar/;;B7602DWU Leandro N. Alem 3805 Playa Grande, B7600 Mar del Plata, Provincia de Buenos Aires;4.8;63;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria alquileres Mar del Plata;16367257426796541804
🟡;González Propiedades;0223 522-5344;probable_no_verificado_google_phone;5492235225344;https://wa.me/5492235225344;https://www.gonzalez-propiedades.com/;;Av. Constitución 4894, B7600 Mar del Plata, Provincia de Buenos Aires;4.1;59;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Constitución Mar del Plata;4383326640284331772
🟡;Analia Daconte Inversiones Inmobiliarias;0223 300-1242;probable_no_verificado_google_phone;5492233001242;https://wa.me/5492233001242;http://www.analiadaconte.com.ar/;info@analiadaconte.com.ar;Av. Constitución 4920, B7604GDM Mar del Plata, Provincia de Buenos Aires;4.5;46;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir; email visible";inmobiliaria Constitución Mar del Plata;7015079466789797930
🟡;Dardo Propiedades;0223 494-2492;probable_no_verificado_google_phone;5492234942492;https://wa.me/5492234942492;https://www.dardopropiedades.com/;info@dardopropiedades.com;Av. Independencia DHH Mar del Plata Buenos Aires AR, La Perla 1129, B7600;4;44;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir; email visible";inmobiliaria La Perla Mar del Plata;18285861284593895562
🟡;Del Rosso Ingratta Inmobiliaria;0223 479-7474;probable_no_verificado_google_phone;5492234797474;https://wa.me/5492234797474;http://www.delrossoinmobiliaria.com/;aquileiapropiedades@hotmail.com, delrossoingrattainmobiliaria@gmail.com;Av. Constitución 4308, B7600ISQ Mar del Plata, Provincia de Buenos Aires;3.8;38;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir; email visible";inmobiliaria Constitución Mar del Plata;175052193283137229
🟡;Martin Latini propiedades;0223 505-3430;probable_no_verificado_google_phone;5492235053430;https://wa.me/5492235053430;https://www.martinlatini.com/;;Corrientes 1984, B7600EBO Mar del Plata, Provincia de Buenos Aires;4.7;32;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria venta propiedades Mar del Plata;10674335086036738854
🟡;PROPIEDADES OLIVERA;0223 536-5297;probable_no_verificado_google_phone;5492235365297;https://wa.me/5492235365297;http://propiedadesolivera.com.ar/;olimarpropiedades@gmail.com;Bolívar 3053 1A, B7600 Mar del Plata, Provincia de Buenos Aires;5;27;Agencia de bienes inmuebles comerciales;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir; email visible";inmobiliaria venta propiedades Mar del Plata;4234983569533502077
🟡;Quintiero Propiedades;0223 556-2444;probable_no_verificado_google_phone;5492235562444;https://wa.me/5492235562444;http://www.quintieroprop.com.ar/;;Punta mogotes, Av. Mario Bravo 2004, B7610 Mar del Plata, Provincia de Buenos Aires;3.8;24;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Punta Mogotes Mar del Plata;6753894288872940360
🟡;Lazzaro Propiedades;0223 491-4706;probable_no_verificado_google_phone;5492234914706;https://wa.me/5492234914706;https://www.lazzaropropiedades.com/;;Moreno 2274, Centro, B7600GHB Mar del Plata, Provincia de Buenos Aires;4.6;20;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria alquileres Mar del Plata;8416042090634940396
🟡;Allende Propiedades;0223 15-680-5160;probable_no_verificado_google_phone;5492236805160;https://wa.me/5492236805160;https://www.allendepropiedades.com.ar/;allende.estudioinmobiliario@gmail.com, 8info@allendepropiedades.com.ar;Av. Constitución 5030 Ofi 8, B7604EJN Mar del Plata, Provincia de Buenos Aires;4.9;19;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir; email visible";inmobiliaria Constitución Mar del Plata;2644772096233176251
🟡;Inmobiliaria Carlos Lucas;0223 484-2193;probable_no_verificado_google_phone;5492234842193;https://wa.me/5492234842193;http://www.carloslucasprop.com.ar/;;Av. Fortunato de la Plaza 2194, B7603FLQ Mar del Plata, Provincia de Buenos Aires;3.9;18;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Punta Mogotes Mar del Plata;12281849819952603630
🟡;MELINA ACAMPORA PROPIEDADES;0223 576-4591;probable_no_verificado_google_phone;5492235764591;https://wa.me/5492235764591;http://www.melinaacamporapropiedades.com/;;Av. Constitución 4952 1° A, B7600 Mar del Plata, Provincia de Buenos Aires;5;15;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Constitución Mar del Plata;7488602070912632750
🟡;Ibarra Pafundi Propiedades;0223 586-4888;probable_no_verificado_google_phone;5492235864888;https://wa.me/5492235864888;http://www.ibarrapafundi.com.ar/;;Av. Constitución 4613, B7600 Mar del Plata, Provincia de Buenos Aires;3.8;4;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; tiene web para auditar antes de escribir";inmobiliaria Constitución Mar del Plata;444788197439760615
🟡;Jorge J. Bianchi Inmobiliaria;0223 560-9937;probable_no_verificado_google_phone;5492235609937;https://wa.me/5492235609937;;;Punta Mogotes, Avenida de los Trabajadores 2491, B7603HZL Mar del Plata, Provincia de Buenos Aires;4.7;167;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; sin web detectada en Google Places";inmobiliaria Punta Mogotes Mar del Plata;1871575461718504173
🟡;GUEMES ESTUDIO INMOBILIARIO;0223 486-3852;probable_no_verificado_google_phone;5492234863852;https://wa.me/5492234863852;;;Carlos Alvear 3315, B7602DCK Mar del Plata, Provincia de Buenos Aires;1.8;8;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; sin web detectada en Google Places";inmobiliaria Guemes Mar del Plata;10891126055990073674
🟡;Vergé Propiedades;0223 479-6550;probable_no_verificado_google_phone;5492234796550;https://wa.me/5492234796550;;;Av. Constitución, Perla Norte, B7600CCS Mar del Plata, Provincia de Buenos Aires;2;3;Agencia inmobiliaria;"Teléfono de Google; WhatsApp a verificar manualmente; sin web detectada en Google Places";inmobiliaria Constitución Mar del Plata;7367983129488036033
🟢;Playa Grande Office;;sin_numero_util;;;;;Formosa 228, B7602FUF Mar del Plata, Provincia de Buenos Aires;5;1;Agencia inmobiliaria;"sin teléfono usable; sin web detectada en Google Places";inmobiliaria Playa Grande Mar del Plata;14608556867702582843
